"situacao_residencia","natureza_ocupacao","grau_instrucao","estado_civil","faixa_renda","sexo","possui_cartao","utiliza_cartao_credito","utiliza_cartao_debito","possui_deposito_prazo","possui_limite_cheque_especial","possui_limite_cheque_especial_utilizado","possui_pacote_servico","possui_credito_comercial","possui_credito_repasse","possui_consorcio","possui_seguro_vida","possui_seguro_residencial","possui_seguro_automovel","possui_seguro_rural","possui_seguro_agricola","possui_convenios_debito_automatico","possui_cartao_black"
"Alugado","Empregado Em Empresa Do Setor Privado","Superior Completo","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Empregado De Pessoa Física","Ensino Médio Incompleto","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Sim","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Não Utilizado","Superior Em Andamento","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Sim","Não","Não","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Superior Completo","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Familiar","Profissional Liberal","Ensino Médio","Solteiro(A)","Acima De 20 Salários Mínimos","M","Sim","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Médio","Casado(A) - Comunhão Parcial","De 5 A 10 Salários Mínimos","M","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Não","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Superior Em Andamento","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Sem Vinculo De Emprego","Superior Completo","Solteiro(A)","Acima De 20 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Sim","Não","Não","Sim","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Fundamental","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 3 A 5 Salários Mínimos","M","Sim","Não","Não","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Superior Completo","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Empregado Em Empresa Do Setor Privado","Ensino Fundamental","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio Incompleto","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Não Utilizado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Sim","Sim","Sim","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",1
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Fundamental","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Sim","Não","Não","Sim","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Profissional Liberal","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Analfabeto","Solteiro(A)","Sem Rendimentos","M","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Sem Vinculo De Emprego","Ensino Fundamental","Solteiro(A)","Sem Rendimentos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Superior Incompleto","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Fundamental","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio Incompleto","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Profissional Liberal","Ensino Médio","Solteiro(A)","De 2 A 3 Salários Mínimos","M","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Ensino Médio Incompleto","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Sim","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 2 A 3 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio Incompleto","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Funcionário Empresa Publ Ou De Econom Mista","Ensino Médio Incompleto","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Superior Incompleto","Solteiro(A)","De 3 A 5 Salários Mínimos","M","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Sim","Sim","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Sim","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Sem Vinculo De Emprego","Analfabeto","Solteiro(A)","Até 1 Salário Mínimo","F","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Superior Em Andamento","Solteiro(A)","De 2 A 3 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Profissional Liberal","Ensino Médio","Solteiro(A)","Acima De 20 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Sem Vinculo De Emprego","Ensino Médio Incompleto","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Fundamental Incompleto","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Casado(A) - Comunhão Parcial","Até 1 Salário Mínimo","F","Sim","Não","Não","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Superior Completo","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Sim","Sim","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",1
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Sem Vinculo De Emprego","Ensino Fundamental","Solteiro(A)","Sem Rendimentos","F","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",1
"Familiar","Profissional Liberal","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio Incompleto","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Fundamental","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Profissional Liberal","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 2 A 3 Salários Mínimos","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Sem Vinculo De Emprego","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Não Utilizado","Analfabeto","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Profissional Liberal","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","M","Sim","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Sem Vinculo De Emprego","Ensino Médio Incompleto","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado De Pessoa Física","Superior Em Andamento","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Empregado Em Empresa Do Setor Privado","Ensino Médio Incompleto","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Sem Vinculo De Emprego","Ensino Médio","Solteiro(A)","De 1 A 2 Salários Mínimos","F","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Estagiário","Superior Em Andamento","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","F","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Em Empresa Do Setor Privado","Ensino Fundamental","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Quitado E Próprio","Sem Vinculo De Emprego","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","M","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Empregado Titular Ou Propr De Empresa","Superior Completo","Solteiro(A)","De 2 A 3 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Empregado Em Empresa Do Setor Privado","Ensino Médio","Solteiro(A)","Até 1 Salário Mínimo","M","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Familiar","Sem Vinculo De Emprego","Ensino Fundamental","Solteiro(A)","Sem Rendimentos","F","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
"Alugado","Não Utilizado","Ensino Médio Incompleto","Casado(A) - Comunhão Parcial","De 1 A 2 Salários Mínimos","M","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não",0
